Item Name,Description,Price,Type,Cuisine,Restaurant Name,Location,Rating,Veg/Non-Veg,Discount
Chicken Biryani,Spicy and flavorful.,336,Main Course,Indian,Restaurant J,Delhi,4.8,Non-Veg,20% off
Churros,Fried dough pastry dusted with sugar.,494,Dessert,Mexican,Restaurant C,Mumbai,3.6,Non-Veg,12% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,269,Snack,Indian,Restaurant E,Bangalore,3.9,Non-Veg,15% off
Fajitas,Grilled meat and vegetables served on tortillas.,253,Main Course,Mexican,Restaurant B,Delhi,3.6,Non-Veg,5% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",282,Main Course,Mexican,Restaurant B,Hyderabad,3.3,Non-Veg,8% off
Veg Biryani,Made with aromatic basmati rice.,238,Main Course,Indian,Restaurant J,Bangalore,3.7,Veg,15% off
Tacos,Corn tortilla filled with meat and veggies.,362,Snack,Mexican,Restaurant A,Chennai,3.7,Non-Veg,19% off
Veg Biryani,Made with aromatic basmati rice.,410,Main Course,Indian,Restaurant B,Chennai,3.4,Veg,28% off
Lassi,Sweet yogurt-based drink.,295,Beverage,Indian,Restaurant G,Hyderabad,3.6,Non-Veg,18% off
Churros,Fried dough pastry dusted with sugar.,493,Dessert,Mexican,Restaurant H,Bangalore,3.4,Non-Veg,7% off
Butter Naan,Soft bread with butter.,467,Main Course,Indian,Restaurant C,Delhi,3.3,Non-Veg,13% off
Fajitas,Grilled meat and vegetables served on tortillas.,356,Main Course,Mexican,Restaurant E,Delhi,3.4,Non-Veg,10% off
Milkshake,Thick and creamy milk-based drink.,118,Beverage,American,Restaurant F,Hyderabad,3.8,Non-Veg,28% off
Guacamole,Mashed avocado dip with lime and salt.,375,Snack,Mexican,Restaurant F,Chennai,3.3,Non-Veg,10% off
Veg Biryani,Made with aromatic basmati rice.,142,Main Course,Indian,Restaurant G,Bangalore,3.9,Veg,12% off
Masala Dosa,South Indian rice pancake with masala.,289,Snack,Indian,Restaurant E,Hyderabad,3.9,Non-Veg,8% off
Chicken Burger,Crispy chicken patty in a bun.,458,Snack,American,Restaurant J,Mumbai,3.6,Non-Veg,20% off
Hot Dog,Sausage served in a sliced bun.,306,Snack,American,Restaurant E,Chennai,3.6,Non-Veg,19% off
Tacos,Corn tortilla filled with meat and veggies.,231,Snack,Mexican,Restaurant E,Chennai,3.7,Non-Veg,16% off
Tacos,Corn tortilla filled with meat and veggies.,326,Snack,Mexican,Restaurant I,Hyderabad,3.9,Non-Veg,13% off
French Fries,"Golden, crispy fried potatoes.",137,Snack,American,Restaurant D,Delhi,3.6,Non-Veg,30% off
Butter Naan,Soft bread with butter.,497,Main Course,Indian,Restaurant I,Bangalore,3.7,Non-Veg,30% off
Milkshake,Thick and creamy milk-based drink.,389,Beverage,American,Restaurant J,Hyderabad,3.3,Non-Veg,15% off
Churros,Fried dough pastry dusted with sugar.,405,Dessert,Mexican,Restaurant F,Mumbai,4.8,Non-Veg,14% off
Paneer Tikka,Grilled paneer with Indian spices.,114,Snack,Indian,Restaurant I,Mumbai,3.3,Veg,9% off
Guacamole,Mashed avocado dip with lime and salt.,426,Snack,Mexican,Restaurant D,Hyderabad,3.4,Non-Veg,23% off
Fajitas,Grilled meat and vegetables served on tortillas.,103,Main Course,Mexican,Restaurant I,Bangalore,3.8,Non-Veg,14% off
Chicken Burger,Crispy chicken patty in a bun.,346,Snack,American,Restaurant A,Delhi,3.3,Non-Veg,25% off
French Fries,"Golden, crispy fried potatoes.",237,Snack,American,Restaurant D,Delhi,3.6,Non-Veg,13% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,241,Snack,Indian,Restaurant G,Chennai,3.3,Non-Veg,16% off
Dal Tadka,Yellow lentils tempered with spices.,199,Main Course,Indian,Restaurant A,Chennai,3.8,Non-Veg,29% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,189,Beverage,American,Restaurant C,Mumbai,3.3,Non-Veg,13% off
Margarita,Refreshing lime and tequila cocktail.,332,Beverage,Mexican,Restaurant D,Chennai,3.6,Non-Veg,17% off
Chicken Biryani,Spicy and flavorful.,115,Main Course,Indian,Restaurant J,Mumbai,4.8,Non-Veg,8% off
Lassi,Sweet yogurt-based drink.,476,Beverage,Indian,Restaurant F,Delhi,3.7,Non-Veg,27% off
Margarita,Refreshing lime and tequila cocktail.,180,Beverage,Mexican,Restaurant G,Chennai,3.8,Non-Veg,29% off
Butter Naan,Soft bread with butter.,335,Main Course,Indian,Restaurant J,Hyderabad,3.6,Non-Veg,7% off
Tacos,Corn tortilla filled with meat and veggies.,491,Snack,Mexican,Restaurant C,Delhi,3.9,Non-Veg,12% off
Churros,Fried dough pastry dusted with sugar.,275,Dessert,Mexican,Restaurant C,Mumbai,3.7,Non-Veg,16% off
Enchiladas,Corn tortillas rolled with filling and sauce.,355,Main Course,Mexican,Restaurant C,Bangalore,3.9,Non-Veg,18% off
Lassi,Sweet yogurt-based drink.,389,Beverage,Indian,Restaurant D,Bangalore,3.6,Non-Veg,27% off
Butter Naan,Soft bread with butter.,458,Main Course,Indian,Restaurant B,Bangalore,3.4,Non-Veg,16% off
Samosa,Crispy fried pastry filled with spiced potatoes.,299,Snack,Indian,Restaurant D,Bangalore,3.9,Non-Veg,13% off
Churros,Fried dough pastry dusted with sugar.,207,Dessert,Mexican,Restaurant H,Hyderabad,3.4,Non-Veg,30% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,150,Beverage,American,Restaurant F,Hyderabad,3.6,Non-Veg,19% off
Chicken Biryani,Spicy and flavorful.,370,Main Course,Indian,Restaurant C,Hyderabad,3.4,Non-Veg,26% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,248,Beverage,American,Restaurant E,Chennai,3.7,Non-Veg,27% off
Nachos,Tortilla chips topped with melted cheese and salsa.,422,Snack,Mexican,Restaurant D,Mumbai,3.3,Non-Veg,19% off
Chicken Biryani,Spicy and flavorful.,382,Main Course,Indian,Restaurant A,Hyderabad,3.8,Non-Veg,7% off
Fajitas,Grilled meat and vegetables served on tortillas.,365,Main Course,Mexican,Restaurant D,Chennai,3.4,Non-Veg,22% off
Chocolate Shake,Rich and creamy chocolate drink.,458,Beverage,American,Restaurant A,Bangalore,3.4,Non-Veg,18% off
Quesadilla,Grilled tortilla with melted cheese filling.,154,Snack,Mexican,Restaurant E,Chennai,3.8,Non-Veg,7% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",339,Main Course,Mexican,Restaurant F,Bangalore,3.7,Non-Veg,20% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,455,Snack,Indian,Restaurant I,Bangalore,3.8,Non-Veg,6% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,118,Snack,Indian,Restaurant E,Bangalore,3.8,Non-Veg,20% off
Butter Naan,Soft bread with butter.,422,Main Course,Indian,Restaurant A,Delhi,3.4,Non-Veg,25% off
Butter Naan,Soft bread with butter.,195,Main Course,Indian,Restaurant C,Bangalore,3.7,Non-Veg,17% off
Veg Biryani,Made with aromatic basmati rice.,473,Main Course,Indian,Restaurant A,Delhi,3.7,Veg,12% off
Apple Pie,Classic American dessert with spiced apples.,208,Dessert,American,Restaurant F,Bangalore,3.4,Non-Veg,17% off
Cheeseburger,Juicy beef patty with melted cheese.,424,Main Course,American,Restaurant C,Hyderabad,3.4,Non-Veg,5% off
Chicken Burger,Crispy chicken patty in a bun.,358,Snack,American,Restaurant G,Mumbai,3.9,Non-Veg,7% off
Butter Naan,Soft bread with butter.,486,Main Course,Indian,Restaurant F,Hyderabad,4.8,Non-Veg,23% off
Mexican Rice,Rice cooked with tomatoes and spices.,138,Main Course,Mexican,Restaurant C,Mumbai,3.9,Non-Veg,20% off
Enchiladas,Corn tortillas rolled with filling and sauce.,314,Main Course,Mexican,Restaurant D,Delhi,3.3,Non-Veg,27% off
Pancakes,Fluffy breakfast pancakes with syrup.,299,Dessert,American,Restaurant F,Hyderabad,3.9,Non-Veg,25% off
Pancakes,Fluffy breakfast pancakes with syrup.,162,Dessert,American,Restaurant I,Delhi,4.8,Non-Veg,11% off
Fajitas,Grilled meat and vegetables served on tortillas.,273,Main Course,Mexican,Restaurant F,Delhi,3.7,Non-Veg,16% off
Paneer Tikka,Grilled paneer with Indian spices.,226,Snack,Indian,Restaurant G,Hyderabad,3.3,Veg,25% off
Samosa,Crispy fried pastry filled with spiced potatoes.,257,Snack,Indian,Restaurant J,Chennai,3.6,Non-Veg,21% off
Fajitas,Grilled meat and vegetables served on tortillas.,278,Main Course,Mexican,Restaurant A,Delhi,3.9,Non-Veg,29% off
Tacos,Corn tortilla filled with meat and veggies.,497,Snack,Mexican,Restaurant B,Bangalore,3.4,Non-Veg,25% off
Pancakes,Fluffy breakfast pancakes with syrup.,298,Dessert,American,Restaurant D,Bangalore,3.4,Non-Veg,17% off
Butter Naan,Soft bread with butter.,275,Main Course,Indian,Restaurant H,Delhi,3.6,Non-Veg,19% off
Fajitas,Grilled meat and vegetables served on tortillas.,187,Main Course,Mexican,Restaurant F,Mumbai,3.3,Non-Veg,12% off
Tacos,Corn tortilla filled with meat and veggies.,151,Snack,Mexican,Restaurant G,Delhi,3.6,Non-Veg,29% off
Guacamole,Mashed avocado dip with lime and salt.,397,Snack,Mexican,Restaurant G,Bangalore,3.6,Non-Veg,30% off
Mexican Rice,Rice cooked with tomatoes and spices.,188,Main Course,Mexican,Restaurant B,Chennai,3.9,Non-Veg,9% off
French Fries,"Golden, crispy fried potatoes.",121,Snack,American,Restaurant C,Chennai,3.9,Non-Veg,12% off
Apple Pie,Classic American dessert with spiced apples.,499,Dessert,American,Restaurant J,Hyderabad,3.4,Non-Veg,28% off
Veg Biryani,Made with aromatic basmati rice.,465,Main Course,Indian,Restaurant B,Mumbai,3.9,Veg,22% off
Fajitas,Grilled meat and vegetables served on tortillas.,115,Main Course,Mexican,Restaurant E,Mumbai,3.9,Non-Veg,11% off
Chocolate Shake,Rich and creamy chocolate drink.,262,Beverage,American,Restaurant H,Bangalore,3.6,Non-Veg,28% off
Milkshake,Thick and creamy milk-based drink.,342,Beverage,American,Restaurant H,Bangalore,3.8,Non-Veg,6% off
Chicken Biryani,Spicy and flavorful.,145,Main Course,Indian,Restaurant H,Delhi,3.6,Non-Veg,19% off
Churros,Fried dough pastry dusted with sugar.,146,Dessert,Mexican,Restaurant H,Hyderabad,3.9,Non-Veg,28% off
Apple Pie,Classic American dessert with spiced apples.,307,Dessert,American,Restaurant E,Hyderabad,4.8,Non-Veg,18% off
Dal Tadka,Yellow lentils tempered with spices.,467,Main Course,Indian,Restaurant A,Bangalore,3.6,Non-Veg,29% off
Dal Tadka,Yellow lentils tempered with spices.,334,Main Course,Indian,Restaurant I,Hyderabad,3.6,Non-Veg,21% off
Hot Dog,Sausage served in a sliced bun.,395,Snack,American,Restaurant A,Chennai,3.4,Non-Veg,21% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",415,Main Course,Mexican,Restaurant A,Mumbai,3.7,Non-Veg,5% off
Fajitas,Grilled meat and vegetables served on tortillas.,399,Main Course,Mexican,Restaurant J,Mumbai,3.6,Non-Veg,15% off
Nachos,Tortilla chips topped with melted cheese and salsa.,184,Snack,Mexican,Restaurant G,Chennai,3.9,Non-Veg,28% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",211,Main Course,Mexican,Restaurant F,Hyderabad,3.8,Non-Veg,24% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,244,Beverage,American,Restaurant E,Bangalore,3.9,Non-Veg,21% off
Fajitas,Grilled meat and vegetables served on tortillas.,262,Main Course,Mexican,Restaurant B,Mumbai,3.7,Non-Veg,11% off
Fish Curry,Fish cooked in coconut milk.,256,Main Course,Indian,Restaurant A,Chennai,3.3,Non-Veg,17% off
Hot Dog,Sausage served in a sliced bun.,174,Snack,American,Restaurant J,Chennai,3.4,Non-Veg,16% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,355,Beverage,American,Restaurant I,Hyderabad,4.8,Non-Veg,5% off
Paneer Tikka,Grilled paneer with Indian spices.,174,Snack,Indian,Restaurant H,Bangalore,3.8,Veg,11% off
Milkshake,Thick and creamy milk-based drink.,373,Beverage,American,Restaurant D,Bangalore,3.8,Non-Veg,14% off
Hot Dog,Sausage served in a sliced bun.,251,Snack,American,Restaurant F,Hyderabad,3.6,Non-Veg,21% off
Fajitas,Grilled meat and vegetables served on tortillas.,417,Main Course,Mexican,Restaurant F,Delhi,3.9,Non-Veg,21% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",432,Main Course,Mexican,Restaurant B,Delhi,3.9,Non-Veg,24% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,412,Snack,Indian,Restaurant B,Bangalore,3.9,Non-Veg,25% off
Pancakes,Fluffy breakfast pancakes with syrup.,272,Dessert,American,Restaurant G,Bangalore,3.4,Non-Veg,30% off
Dal Tadka,Yellow lentils tempered with spices.,160,Main Course,Indian,Restaurant I,Bangalore,3.3,Non-Veg,15% off
Samosa,Crispy fried pastry filled with spiced potatoes.,310,Snack,Indian,Restaurant E,Hyderabad,3.3,Non-Veg,23% off
Butter Naan,Soft bread with butter.,174,Main Course,Indian,Restaurant D,Delhi,3.4,Non-Veg,25% off
Chocolate Shake,Rich and creamy chocolate drink.,132,Beverage,American,Restaurant A,Delhi,4.8,Non-Veg,26% off
Guacamole,Mashed avocado dip with lime and salt.,184,Snack,Mexican,Restaurant D,Chennai,3.6,Non-Veg,10% off
Masala Dosa,South Indian rice pancake with masala.,200,Snack,Indian,Restaurant C,Chennai,4.8,Non-Veg,14% off
Samosa,Crispy fried pastry filled with spiced potatoes.,332,Snack,Indian,Restaurant G,Chennai,4.8,Non-Veg,16% off
Guacamole,Mashed avocado dip with lime and salt.,271,Snack,Mexican,Restaurant E,Delhi,3.9,Non-Veg,26% off
Cheeseburger,Juicy beef patty with melted cheese.,471,Main Course,American,Restaurant F,Delhi,3.8,Non-Veg,9% off
Nachos,Tortilla chips topped with melted cheese and salsa.,328,Snack,Mexican,Restaurant B,Mumbai,3.7,Non-Veg,15% off
Quesadilla,Grilled tortilla with melted cheese filling.,285,Snack,Mexican,Restaurant H,Mumbai,3.4,Non-Veg,5% off
Mac and Cheese,Creamy macaroni and cheese dish.,208,Main Course,American,Restaurant D,Mumbai,3.6,Non-Veg,18% off
Milkshake,Thick and creamy milk-based drink.,106,Beverage,American,Restaurant E,Bangalore,3.6,Non-Veg,19% off
Dal Tadka,Yellow lentils tempered with spices.,216,Main Course,Indian,Restaurant J,Delhi,3.7,Non-Veg,12% off
Apple Pie,Classic American dessert with spiced apples.,386,Dessert,American,Restaurant A,Chennai,3.9,Non-Veg,18% off
Chicken Burger,Crispy chicken patty in a bun.,405,Snack,American,Restaurant J,Delhi,3.6,Non-Veg,13% off
Milkshake,Thick and creamy milk-based drink.,337,Beverage,American,Restaurant E,Delhi,3.8,Non-Veg,23% off
Dal Tadka,Yellow lentils tempered with spices.,314,Main Course,Indian,Restaurant H,Delhi,3.7,Non-Veg,7% off
Mac and Cheese,Creamy macaroni and cheese dish.,372,Main Course,American,Restaurant D,Delhi,4.8,Non-Veg,7% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",486,Main Course,Mexican,Restaurant H,Bangalore,3.9,Non-Veg,21% off
Enchiladas,Corn tortillas rolled with filling and sauce.,166,Main Course,Mexican,Restaurant A,Mumbai,3.6,Non-Veg,27% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",427,Main Course,Mexican,Restaurant G,Delhi,3.3,Non-Veg,11% off
Lassi,Sweet yogurt-based drink.,300,Beverage,Indian,Restaurant E,Chennai,3.6,Non-Veg,11% off
Mac and Cheese,Creamy macaroni and cheese dish.,235,Main Course,American,Restaurant A,Chennai,4.8,Non-Veg,10% off
Mac and Cheese,Creamy macaroni and cheese dish.,134,Main Course,American,Restaurant F,Hyderabad,4.8,Non-Veg,5% off
Butter Naan,Soft bread with butter.,189,Main Course,Indian,Restaurant B,Hyderabad,3.6,Non-Veg,16% off
Tacos,Corn tortilla filled with meat and veggies.,278,Snack,Mexican,Restaurant G,Bangalore,3.3,Non-Veg,20% off
Masala Dosa,South Indian rice pancake with masala.,391,Snack,Indian,Restaurant J,Mumbai,3.6,Non-Veg,26% off
Paneer Tikka,Grilled paneer with Indian spices.,170,Snack,Indian,Restaurant J,Bangalore,3.3,Veg,19% off
Hot Dog,Sausage served in a sliced bun.,202,Snack,American,Restaurant G,Chennai,4.8,Non-Veg,21% off
Quesadilla,Grilled tortilla with melted cheese filling.,161,Snack,Mexican,Restaurant C,Mumbai,3.9,Non-Veg,23% off
Cheeseburger,Juicy beef patty with melted cheese.,213,Main Course,American,Restaurant C,Bangalore,3.9,Non-Veg,14% off
Guacamole,Mashed avocado dip with lime and salt.,396,Snack,Mexican,Restaurant H,Bangalore,3.7,Non-Veg,5% off
Chocolate Shake,Rich and creamy chocolate drink.,372,Beverage,American,Restaurant J,Mumbai,4.8,Non-Veg,13% off
Enchiladas,Corn tortillas rolled with filling and sauce.,184,Main Course,Mexican,Restaurant A,Bangalore,3.9,Non-Veg,11% off
Paneer Tikka,Grilled paneer with Indian spices.,450,Snack,Indian,Restaurant I,Chennai,3.3,Veg,15% off
Butter Naan,Soft bread with butter.,270,Main Course,Indian,Restaurant H,Bangalore,3.3,Non-Veg,10% off
Paneer Tikka,Grilled paneer with Indian spices.,131,Snack,Indian,Restaurant J,Chennai,3.6,Veg,7% off
Hot Dog,Sausage served in a sliced bun.,130,Snack,American,Restaurant I,Bangalore,4.8,Non-Veg,27% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,177,Snack,Indian,Restaurant E,Hyderabad,4.8,Non-Veg,30% off
Cheeseburger,Juicy beef patty with melted cheese.,179,Main Course,American,Restaurant A,Chennai,3.6,Non-Veg,5% off
Tacos,Corn tortilla filled with meat and veggies.,139,Snack,Mexican,Restaurant G,Hyderabad,3.3,Non-Veg,21% off
Pancakes,Fluffy breakfast pancakes with syrup.,124,Dessert,American,Restaurant J,Delhi,3.6,Non-Veg,14% off
Fajitas,Grilled meat and vegetables served on tortillas.,246,Main Course,Mexican,Restaurant F,Hyderabad,3.3,Non-Veg,19% off
Veg Biryani,Made with aromatic basmati rice.,304,Main Course,Indian,Restaurant D,Chennai,3.3,Veg,29% off
Quesadilla,Grilled tortilla with melted cheese filling.,107,Snack,Mexican,Restaurant D,Delhi,3.3,Non-Veg,18% off
Veg Biryani,Made with aromatic basmati rice.,162,Main Course,Indian,Restaurant D,Delhi,3.4,Veg,15% off
Chicken Burger,Crispy chicken patty in a bun.,203,Snack,American,Restaurant I,Mumbai,3.6,Non-Veg,10% off
Veg Biryani,Made with aromatic basmati rice.,163,Main Course,Indian,Restaurant F,Chennai,3.6,Veg,28% off
Tacos,Corn tortilla filled with meat and veggies.,417,Snack,Mexican,Restaurant E,Delhi,3.9,Non-Veg,7% off
Enchiladas,Corn tortillas rolled with filling and sauce.,275,Main Course,Mexican,Restaurant F,Bangalore,4.8,Non-Veg,5% off
Cheeseburger,Juicy beef patty with melted cheese.,252,Main Course,American,Restaurant D,Hyderabad,3.6,Non-Veg,10% off
Tacos,Corn tortilla filled with meat and veggies.,263,Snack,Mexican,Restaurant A,Delhi,3.3,Non-Veg,12% off
Pancakes,Fluffy breakfast pancakes with syrup.,343,Dessert,American,Restaurant B,Delhi,3.6,Non-Veg,12% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,101,Beverage,American,Restaurant B,Mumbai,3.4,Non-Veg,24% off
Cheeseburger,Juicy beef patty with melted cheese.,149,Main Course,American,Restaurant J,Mumbai,3.4,Non-Veg,6% off
Milkshake,Thick and creamy milk-based drink.,217,Beverage,American,Restaurant G,Bangalore,3.7,Non-Veg,30% off
Chocolate Shake,Rich and creamy chocolate drink.,179,Beverage,American,Restaurant G,Chennai,3.3,Non-Veg,17% off
Chicken Biryani,Spicy and flavorful.,127,Main Course,Indian,Restaurant G,Mumbai,3.6,Non-Veg,10% off
Masala Dosa,South Indian rice pancake with masala.,364,Snack,Indian,Restaurant J,Hyderabad,3.9,Non-Veg,21% off
Veg Biryani,Made with aromatic basmati rice.,225,Main Course,Indian,Restaurant F,Hyderabad,3.7,Veg,17% off
Quesadilla,Grilled tortilla with melted cheese filling.,381,Snack,Mexican,Restaurant I,Bangalore,3.3,Non-Veg,17% off
Tacos,Corn tortilla filled with meat and veggies.,430,Snack,Mexican,Restaurant I,Hyderabad,3.6,Non-Veg,23% off
Mexican Rice,Rice cooked with tomatoes and spices.,162,Main Course,Mexican,Restaurant G,Mumbai,3.4,Non-Veg,30% off
Masala Dosa,South Indian rice pancake with masala.,185,Snack,Indian,Restaurant J,Delhi,3.9,Non-Veg,12% off
Masala Dosa,South Indian rice pancake with masala.,419,Snack,Indian,Restaurant H,Hyderabad,4.8,Non-Veg,7% off
Chicken Biryani,Spicy and flavorful.,343,Main Course,Indian,Restaurant H,Bangalore,3.3,Non-Veg,20% off
Masala Dosa,South Indian rice pancake with masala.,242,Snack,Indian,Restaurant I,Mumbai,3.4,Non-Veg,22% off
Milkshake,Thick and creamy milk-based drink.,232,Beverage,American,Restaurant G,Bangalore,3.9,Non-Veg,25% off
Paneer Tikka,Grilled paneer with Indian spices.,481,Snack,Indian,Restaurant I,Mumbai,3.9,Veg,7% off
Nachos,Tortilla chips topped with melted cheese and salsa.,134,Snack,Mexican,Restaurant I,Hyderabad,3.9,Non-Veg,21% off
French Fries,"Golden, crispy fried potatoes.",264,Snack,American,Restaurant A,Delhi,3.4,Non-Veg,13% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,104,Beverage,American,Restaurant G,Mumbai,3.8,Non-Veg,10% off
Butter Naan,Soft bread with butter.,400,Main Course,Indian,Restaurant F,Delhi,3.9,Non-Veg,25% off
Cheeseburger,Juicy beef patty with melted cheese.,335,Main Course,American,Restaurant I,Delhi,3.9,Non-Veg,26% off
